Id,Model,Price,Age,KM,HP,Metallic,Automatic,CC,Doors,Gears,Weight
1090,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,71,76000,110,1,0,1600,5,5,1070
1091,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,72,75840,86,0,0,1300,5,5,1035
1092,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,9500,77,75799,110,1,0,1600,3,5,1050
1093,TOYOTA Corolla 1.6 Linea Terra Comfort H 2/3-Doors,8950,72,75525,110,1,0,1600,3,5,1114
1094,TOYOTA Corolla 1.3 Linea Terra wagon Stationwagen,8450,78,75323,86,1,0,1300,5,5,1050
1095,TOYOTA Corolla 1.6 station 1 Stationwagen,7995,79,75322,110,1,0,1600,4,5,1115
1096,TOYOTA Corolla 1.6 Linea Terra Sd 4/5-Doors,8750,78,75226,110,0,0,1600,4,5,1035
1097,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,5950,71,75085,86,0,0,1300,5,5,1035
1098,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,73,75000,110,0,0,1600,5,5,1075
1099,TOYOTA Corolla 1.3 16V Linea Terra 4/5-Doors,8950,69,75000,86,1,0,1300,4,5,1000
1100,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8750,69,75000,86,1,0,1300,4,5,1000
1101,TOYOTA Corolla LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,7600,78,74926,110,1,0,1600,5,5,1075
1102,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7145,80,74785,110,1,0,1600,5,5,1070
1103,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,69,74573,110,1,0,1600,5,5,1085
1104,TOYOTA Corolla 1.3i LINEA TERRA 2/3-Doors,5950,75,74567,86,1,0,1300,3,5,1015
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9000,80,74196,110,0,0,1600,5,5,1075
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,74151,110,1,0,1600,3,5,1050
1107,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7400,75,74096,110,1,0,1600,3,5,1050
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8800,79,74093,110,1,0,1600,5,5,1075
1109,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,74000,110,0,0,1600,3,5,1050
1110,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,75,74000,86,1,0,1300,3,5,1015
1111,TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,8450,78,73638,86,1,1,1300,4,5,1015
1112,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,75,73460,110,1,0,1600,5,5,1070
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,80,73200,110,1,0,1600,5,5,1070
1114,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,76,73116,110,1,0,1600,5,5,1075
1115,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,70,73014,110,1,0,1600,5,5,1075
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,77,72703,110,1,0,1600,3,5,1050
1117,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,79,72328,110,1,0,1600,5,5,1075
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,72222,110,1,0,1600,5,5,1070
1119,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8950,71,72128,107,1,1,1600,5,5,1100
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,72090,110,1,0,1600,5,5,1070
1121,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,78,72000,110,1,0,1600,4,5,1035
1122,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,78,72000,110,0,0,1600,3,5,1055
1123,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,71900,86,1,0,1300,3,5,1015
1124,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,71825,110,0,0,1600,5,5,1075
1125,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,6950,80,71740,110,1,0,1600,5,5,1070
1126,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7500,80,71500,110,1,0,1600,4,5,1035
1127,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,71359,110,1,0,1600,3,5,1050
1128,TOYOTA Corolla 1.3 16v linea terra ,5950,79,71263,86,0,0,1300,3,5,1015
1129,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,78,71186,110,0,0,1600,3,5,1050
1130,TOYOTA Corolla 1.3 Linea Terra Hatchback 2/3-Doors,8950,72,71054,86,0,1,1300,3,5,1045
1131,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,7950,76,71000,110,1,0,1600,3,5,1050
1132,TOYOTA Corolla 1.6 lb aut 4/5-Doors,6900,80,70939,110,1,1,1600,5,5,1100
1133,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,70932,110,1,0,1600,3,5,1050
1134,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8500,80,70597,107,1,1,1600,3,5,1080
1135,TOYOTA Corolla 1.6 WGN LINEA TERRA Stationwagen,7500,73,70482,110,1,0,1600,5,5,1075
1136,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,77,70124,110,1,0,1600,3,5,1050
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,76,70039,110,1,0,1600,3,5,1050
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,80,69904,110,0,0,1600,5,5,1070
1139,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,7950,75,69388,86,0,0,1300,3,5,1010
1140,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,75,69320,110,1,0,1600,5,5,1070
1141,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,78,69000,110,1,0,1600,5,5,1075
1142,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9250,73,68988,86,1,0,1300,5,5,1035
1143,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,79,68945,110,1,0,1600,5,5,1085
1144,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,74,68285,110,1,0,1600,3,5,1050
1145,TOYOTA Corolla 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,7995,76,68000,110,1,0,1600,5,5,1075
1146,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,70,68000,86,1,1,1300,3,5,1045
1147,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7450,75,67451,86,1,0,1300,4,5,1000
1148,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,67266,86,1,0,1300,5,5,1035
1149,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,78,67255,110,0,0,1600,5,5,1085
1150,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,70,67100,110,1,0,1600,5,5,1075
1151,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,66880,110,1,0,1600,3,5,1055
1152,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,79,66855,110,1,0,1600,5,5,1075
1153,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,80,66843,110,1,0,1600,5,5,1075
1154,TOYOTA Corolla 1.6HB 2/3-Doors,8500,74,66718,110,1,0,1600,3,5,1050
1155,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,66168,86,1,0,1300,3,5,1015
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,80,65950,110,0,0,1600,5,5,1070
1157,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,78,65500,86,1,0,1300,3,5,1015
1158,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6900,80,65307,110,1,0,1600,3,5,1055
1159,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,65254,86,1,0,1300,3,5,1015
1160,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,75,65006,86,1,0,1300,3,5,1015
1161,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8495,77,64280,110,0,0,1600,4,5,1035
1162,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,10000,75,64000,107,0,1,1600,3,5,1085
1163,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6999,71,64000,110,1,0,1600,5,5,1070
1164,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8950,80,64000,110,0,0,1600,3,5,1055
1165,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8500,79,63918,110,0,0,1600,4,5,1035
1166,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8750,75,63634,110,1,0,1600,4,5,1035
1167,TOYOTA Corolla Hatchback 1.6 Terra Comfort 2/3-Doors,7499,80,63500,110,1,0,1600,3,5,1050
1168,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9000,80,63266,110,1,0,1600,4,5,1035
1169,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,62595,110,1,0,1600,3,5,1050
1170,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,62581,110,0,0,1600,5,5,1075
1171,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,62285,110,1,0,1600,5,5,1075
1172,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,8450,77,61906,86,1,1,1300,5,5,1065
1173,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,74,61700,110,0,0,1600,5,5,1070
1174,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,77,61648,110,1,0,1600,5,5,1070
1175,TOYOTA Corolla 1.3 16V Linea Terra Liftb 4/5-Doors,7950,75,61626,86,0,0,1300,5,5,1035
1176,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,70,61510,110,0,0,1600,4,5,1035
1177,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9000,79,61165,107,1,1,1600,3,5,1080
1178,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7150,70,61000,110,1,0,1600,4,5,1035
1179,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,76,60833,110,1,0,1600,4,5,1035
1180,TOYOTA Corolla 1.3 I LUNA 2/3-Doors,5845,70,60600,86,0,0,1300,3,5,1060
1181,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,72,60483,110,1,0,1600,5,5,1075
1182,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8250,80,60476,110,1,0,1600,5,5,1114
1183,TOYOTA Corolla 1.6 Linea Terra Comfort 2/3-Doors,9450,79,60142,110,0,0,1600,3,5,1050
1184,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,69,60050,110,1,0,1600,3,5,1050
1185,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8400,77,60000,110,1,0,1600,3,5,1050
1186,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7900,76,60000,110,0,0,1600,3,5,1050
1187,TOYOTA Corolla 1.6 16V HATCHBACK LINEA LUNA 2/3-Doors,7950,76,59815,110,1,0,1587,3,5,1055
1188,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,80,59326,110,1,0,1600,5,5,1085
1189,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,73,59240,110,1,0,1600,3,5,1050
1190,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6495,71,59164,110,0,0,1600,4,5,1035
1191,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8250,70,59017,107,1,1,1600,3,5,1080
1192,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,58952,110,1,0,1600,3,5,1050
1193,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,74,58454,86,1,0,1300,3,5,1015
1194,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,7950,75,58341,86,1,1,1300,4,5,1030
1195,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,8250,80,58267,110,1,0,1600,5,5,1070
1196,TOYOTA Corolla 1.6 VVTi Linea Luna 2/3-Doors,8950,80,58000,110,0,0,1600,3,5,1055
1197,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,9750,70,57829,110,0,0,1600,3,5,1050
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,57787,86,0,0,1300,3,5,1015
1199,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8900,78,57628,110,0,0,1600,5,5,1075
1200,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,75,57537,86,1,0,1300,5,5,1050
1201,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,76,57263,110,1,0,1600,3,5,1050
1202,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,75,57144,110,1,0,1600,5,5,1070
1203,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8600,69,57096,86,1,0,1300,3,5,1025
1204,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7750,80,57000,86,0,0,1300,4,5,1000
1205,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7800,73,56566,110,1,0,1600,3,5,1050
1206,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,73,56307,110,1,0,1600,3,5,1050
1207,TOYOTA Corolla 1.3 16V Linea Terra Liftb 2/3-Doors,9500,79,56214,86,0,0,1300,3,5,1015
1208,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,74,56132,110,0,0,1600,4,5,1035
1209,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,79,55425,110,0,0,1600,5,5,1075
1210,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,54439,86,1,0,1300,3,5,1015
1211,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,69,53809,110,1,0,1600,3,5,1050
1212,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,76,53133,110,1,0,1600,5,5,1070
1213,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,9450,77,52900,110,1,0,1600,4,5,1075
1214,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,52700,110,0,0,1600,3,5,1050
1215,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,69,52320,110,0,0,1600,5,5,1070
1216,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7450,78,52287,110,0,0,1600,5,5,1114
1217,TOYOTA Corolla 1.6 LL HB 4/5-Doors,8750,75,52000,110,0,0,1600,5,5,1075
1218,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,69,52000,110,1,0,1600,3,5,1050
1219,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8500,73,52000,110,1,1,1600,4,5,1065
1220,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,70,51874,86,0,0,1300,4,5,1000
1221,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7500,79,49827,86,1,0,1300,5,5,1035
1222,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,69,49640,110,1,0,1600,4,5,1035
1223,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,80,49580,110,1,0,1600,4,5,1035
1224,TOYOTA Corolla 1.3 HB LINEA TERRA AUT Anders,8750,76,49170,86,0,0,1300,3,5,1045
1225,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9800,77,48838,110,0,0,1600,3,5,1055
1226,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,71,48576,86,1,0,1300,3,5,1015
1227,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,75,48400,110,1,0,1600,5,5,1075
1228,TOYOTA Corolla LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,8950,74,48242,86,1,0,1300,5,5,1035
1229,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,7450,70,47955,110,1,0,1600,5,5,1070
1230,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8950,71,47633,110,1,0,1600,5,5,1075
1231,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,78,47400,86,1,0,1300,5,5,1040
1232,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,7000,73,47360,86,0,0,1300,3,5,1010
1233,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,77,45507,110,1,0,1600,3,5,1050
1234,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,45410,86,1,0,1300,5,5,1035
1235,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,70,44850,110,1,0,1600,3,5,1050
1236,TOYOTA Corolla 1.6 GL LB 4/5-Doors,8250,69,44826,110,0,0,1600,5,5,1075
1237,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,9250,80,44444,110,1,0,1600,3,5,1050
1238,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7900,75,43720,110,1,0,1600,5,5,1070
1239,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8500,78,43622,86,1,0,1300,4,5,1000
1240,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,76,43532,110,0,0,1600,5,5,1070
1241,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,69,42800,110,1,0,1600,3,5,1050
1242,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8750,74,42317,107,1,1,1600,5,5,1100
1243,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,80,42186,110,1,0,1600,3,5,1050
1244,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,72,42000,110,1,0,1600,3,5,1050
1245,TOYOTA Corolla 1.6 LB 4/5-Doors,8950,79,40093,110,0,0,1600,5,5,1114
1246,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8750,79,39800,107,0,1,1600,3,5,1080
1247,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,73,39168,86,0,0,1300,3,5,1015
1248,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,75,38945,110,1,0,1600,3,5,1050
1249,TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,8150,76,36537,110,0,1,1600,4,5,1075
1250,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8500,78,36000,86,0,1,1300,3,5,1045
1251,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7600,78,36000,110,1,0,1600,3,5,1050
1252,TOYOTA Corolla 1.3 HB LINEA TERRA AUT 2/3-Doors,7950,80,35821,86,0,1,1300,3,5,1015
1253,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7750,73,34717,86,0,0,1300,3,5,1015
1254,TOYOTA Corolla 1.3 Linea Terra sedan 4/5-Doors,7950,80,34000,86,1,0,1300,4,5,1000
1255,TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,9950,78,30964,110,0,1,1600,3,4,1080
1256,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,29000,86,1,1,1300,3,5,1045
1257,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,72,26000,86,0,0,1300,3,5,1015
1258,TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,8950,78,24000,86,1,1,1300,5,5,1065
1259,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,80,23000,86,0,0,1300,3,5,1015
1260,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,7500,69,20544,86,1,0,1300,3,5,1025
1261,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10845,72,19000,86,0,0,1300,3,5,1015
1262,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,71,17016,86,0,0,1300,3,5,1015
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,70,16916,86,1,0,1300,3,5,1015
1264,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,6950,76,1,110,0,0,1600,5,5,1114
