report_id,subject,transport_mode,detection
MOR32733,"20 kg of elephant tusks seized in Songea, Ruvuma Region - 3 arrested",,Operation
MOR32764,1 leopard skin seized in Senegal - 1 arrested,,Operation
MOR32766,"2,772 tusks, 5,329 kg pangolin scales, 5 kg rhino horn & lion bone seized at Apapa Port, Lagos - 1 convicted (1 arrested)",Sea,Intelligence
MOR32782,"7 tusks (51 kg) seized in Kabarnet, Baringo County - 3 arrested",Land - Vehicle,Intelligence
MOR32789,30 kg of serow meat seized in Cardamoms,,
MOR32793,10 m3 of illegal logs seized in Cardamom Mountains,,
MOR32794,Logging company in Tuscany allegedly felled 100 trees,,
MOR32795,"47.9 m3 of Tauari logs seized in  Sena Madureira, Acre, four suspects detained",,
MOR32797,"11 m3 of wood seized in El Sacrificio, Campeche",,
MOR32799,117 logs seized in Mato Grosso,,
MOR32800,"17 Sunda pangolins seized at the De Nhat Van Quan restaurant, Hanoi - 1 suspect charged",,Targeting
MOR32804,"809 units of abalone seized on the N2, Port Elizabeth - 2 arrested",Land - Vehicle,Intelligence
MOR32809,"6 tusks (10 kg) seized in Padampur village, Assam - 1 suspect detained",,Intelligence
MOR32894,"1 leopard skin seized in Almora District, Uttarakhand - 3 arrested",Land - Vehicle,Intelligence
MOR32895,"Timber seized in Ashang Khullen village, Manipur",,
MOR32897,"11 Alexandrine parakeets seized in Pollachi, Tamil Nadu - 2 arrested",,Operation
MOR32898,"1 leopard and 2 hyeanas killed from suspected poisoning in Sohna, Gurugram",,
MOR32899,"Red sanders seized in Kolar, Karnataka, six suspects arrested",Land - Vehicle,Routine Inspection
MOR32900,"Red sanders logs seized at Jendaman cross, Karnataka - 2 arrested",Land - Vehicle,
MOR32905,11 jars containing dead reptiles seized at Brownsville Port of Entry,Land - Vehicle,
MOR32909,"2 spotted deer killed in Mettupalayam forest, Tamil Nadu - 1 arrested",,
MOR32910,"9 parakeets and 1 monkey seized in Vadodara, Gujarat - 1 suspect arrested",,
MOR32911,"79 rose-ringed parakeets seized in Ahmedabad, Gujarat - 1 suspect arrested",,
MOR32912,"1 live pangolin seized in Katni, Madhya Pradesh - 4 suspects arrested",,
MOR32913,"Tiger killed by snare in Kanha Tiger Reserve, Madhya Pradesh - 6 arrested",,Dogs
MOR32914,"Leopard found dead in Nainital district, Uttarakhand",,Routine Inspection
MOR32915,"1 live Chinese pangolin seized at New Town Bus Stand, Kolkata, West Bengal - 3 suspects arrested",,Intelligence
MOR32916,1 leopard skin seized in Nagarjunasagar-Srisailam Tiger Reserve - 3 suspects arrested,,
MOR32917,"Pangolin scales and a pair of deer horns seized in East Godavari, Andhra Pradesh - 1 arrested",,Intelligence
MOR32918,"3 kg of Spotted deer meat and 25 kg of deer meat seized in Jayashankar Bhupalpally district, Telangana - 3 arrested",,Intelligence
MOR32919,"1 live pangolin seized in Kazipet, Telangana - 8 arrested",,Intelligence
MOR32920,"Female leopard and cub found dead in Agarwada, Madhya Pradesh",,
MOR32921,"Leopard rescued from poachers snare in Dehradun, Uttarakhand",,
MOR32922,"1 Leopard skin, meat, claws and teeth seized in Idukki district, Kerala - 5 arrested",,Intelligence
MOR32923,Tiger found dead in  Melghat Tiger Reserve,,
MOR32924,"2 live red sand boas seized in Ramnagar, Uttarakhand - 2 suspects arrested",Land - Vehicle,
MOR32925,"4 kg Pangolin scales seized in Alipurduar, West Bengal - 1 suspect arrested",,Intelligence
MOR32926,"150 kg red sanders seized in Gajapati district, Odisha - 2 arrested",Land - Vehicle,
MOR32927,"414 live flap-shelled turtles seized in East Godavari district, Andhra Pradesh - 2 arrested",Land - Vehicle,
MOR32928,"1 live pangolin (1.7 kg) seized in Koraput district, Odisha - 1 arrested",,Intelligence
MOR32929,"1 dead blackbuck seized in Nizamabad district, Telangana - 2 arrested",,
MOR32930,"Leopard killed by eleectric fence in Jawan, Uttar Pradesh - 1 arrested",,
MOR32931,"49 red sanders logs (1,500 kg) seized in Perumallapalle, Andhra Pradesh",Land - Vehicle,
MOR32932,"Conophytum wettsteinii succulents seized in Springbok, Northern Cape - 1 suspect arrested",,Operation
MOR32933,10 red sanders logs (310 kg) seized in Andhra Pradesh - 2 arrested,,Intelligence
MOR32980,Five suspects indicted for illegal logging in eight forest plantations in Ostashkovsky,,
MOR32981,1 live star tortoise seized at Gulberga Railway station - 2 arrested,,
MOR32982,"1 leopard skin and 2 elephant tusks seized in Keonjhar, Odisha - 3 suspects arrested",,Operation
MOR33003,61 Mussivi boards and 19 logs seized in Cuito Cuanavale - 11 arrested,,
MOR33004,10 m3 of Balsa wood seized in Orellana,Lake/River,
MOR33005,"169 m3 of Balsa wood logs seized in Bambino port, Pucallpa",,
MOR33006,"Logs seized in Hantakan District, South Kalimantan",,
MOR33007,"Sonokeling rosewood seized in Batu Kibau, Lampung, four suspects arrested",Land - Vehicle,
MOR33008,"37.5 m3 of lumber seized on highway BR-267,  Mato Grosso do Sul",Land - Vehicle,
MOR33026,"Abalones worth R70 000 seized on N2, King William's Town, Eastern Cape - 1 arrested",Land - Vehicle,Routine Inspection
MOR33028,146 kg of dried geckos seized at Tsing Chau Tsai Shipyard,Land - Vehicle,
MOR33029,"23 Hornbill casques seized at Ahmad Yani International Airport, Semarang, one suspect detained",Air,
MOR33031,"2 leopard skins and 5.9 kg of pangolin scales seized in Jabalpur, Madhya Pradesh",,
MOR33032,"1 deer antler seized near Atal Market, West Bengal - 1 suspsect arrested",,
MOR33039,"46.11 m3 of lumber seized on highway BR-230, Para",Land - Vehicle,
MOR33040,"1 Elephant killed in Kandara Forest, Dhenkanal - suspects escaped",,Routine Inspection
MOR33041,"70.76 m3 of logs from various species seized in Costa Rica, Mato Grosso do Sul",,
MOR33044,36 vultures killed from poisoning,,
MOR33046,"1,500 soft-shell turtles seized in Raiganj, West Bengal - 4 arrested",Land - Vehicle,
MOR33047,"7 bags of abalone worths R 46,000 seized in Knysna, Western Cape - 3 arrested",Land - Vehicle,Intelligence
MOR33048,"2 pangolin skins seized in Kimberly, Northern Cape - 4 suspects arrested",Land - Vehicle,Operation
MOR33050,Wanted rhino poacher arrested in Arunchal Pradesh,,
MOR33052,"1 pangolin seized in Raigad District, Maharashtra - 3 arrested",Land - Vehicle,
MOR33059,"11 tusks (73 kg) seized in Arcadia, Harare - 4 charged",Land - Vehicle,Intelligence
MOR33061,"48 logs from various species seized in Jengka Forest Reserve, Pahang",,
MOR33062,22 containers of Rosewood seized in Banjul,,
MOR33064,"39 Spectacled caimans seized in Villaflores, Chiapas",,Intelligence
MOR33065,Atlantic grouper fish seized in Bahia,,Intelligence
MOR33066,57 m3 of sawn wood seized in Minas Gerais,Land - Vehicle,
MOR33068,"44 pieces of sonokeling sawn wood seized in Bogorejo, Pesawaran Regency, Lampung",Land - Vehicle,
MOR33069,"5,700 pieces of wood seized in Tebing Tinggi, Riau, 5 suspects detained",Sea,
MOR33091,"15 m3 of logs seized in Betung, Jambi",Lake/River,
MOR33092,"Truck transported logs seized in Kemasul Forest Reserve, Pahang",Land - Vehicle,
MOR33093,"2 truckloads of logs seized on Kasenga-Lubumbashi road, Haut-Katanga",Land - Vehicle,
MOR33094,"Illegal sawmill found in Seringueiras, Rondônia",,
MOR33095,"31 logs (58 m3) of Cachimbo wood seized in Pucallpa, Ucayali",Lake/River,
MOR33099,"1 rhino horn seized in Port Elizabeth, Eastern Cape - 3 convicted",,Intelligence
MOR33100,"3,000 ornamental fish seized at Chacalluta de la Arica border crossing, Parinacota",Land - Vehicle,Risk Assessment
MOR33101,"2,000 kg of Golden eel and 1,000 kg of Southern Hake seized in La Araucanía",,Risk Assessment
MOR33120,"1 leopard skin seized in Katni, Madhya Pradesh",,
MOR33122,"1 leopard skin seized in Dindori, Madhya Pradesh",,Operation
MOR33123,"9.5 kg of pangolin scales seized in Unaria, Madhya Pradesh",,
MOR33124,"1 tiger skin and 18 tiger claws seized at Belaparsuva Border Post, Uttar Pradesh - 2 arrested",,
MOR33146,279 logs seized from 23 sawmills in Edo,,
MOR33155,26 dried seahorses seized in Chongqing,,
MOR33165,"1 live pangolin and 7 pangolin skins seized in Tinsukia, Assam - 2 suspects detained",,Intelligence
MOR33188,2 elephant tusks seized in Malanville - 2 convicted,,
MOR33189,"4 Elephant tusks (101 kg), 20 sticks, 15 pendants, 4 bracelets and 2 chopsticks seized in Pointe-Noire - 6 charged",,Operation
MOR33190,3 leopard skins seized in Gabon - 3 suspects arrested,,Operation
MOR33191,2 elephant tusks seized in Woleu-Ntem Province - 3 arrested (2 convicted),,
MOR33192,1 lion shot after human attacks in Woulki,,
MOR33202,25 reptiles seized at Ninoy Aquino International Airport,Air,Routine Inspection
MOR33207,"9,510 crayfish tails seized in Faure Marine Drive, Gordon's Bay - 1 suspect arrested",Land - Vehicle,Intelligence
MOR33210,"8 bags of Crayfish tails seized in Darling Street, Cape Town - 1 suspect charged",Land - Vehicle,Routine Inspection
MOR33213,"Abalone worths R900,000 seized in Stellensbosch, Western Cape - 2 suspects arrested",,Investigation
MOR33237,"1 tiger shot in Dungun, Terengganu - later died",,
MOR33238,"Live animals, carcasses and wildlife parts from tiger, bear, leopard, turtles, cats and others seized in Phatthalung - 1 arrested",,Investigation
MOR33241,1 Banteng found killed by a snare in Preah Vihear Province,,
MOR33242,"4 leopard skins seized in Kangra district, Himachal Pradesh - 6 arrested",,Operation
MOR33243,Ivory piano keys (1.3 kg) seized in Shanghai,,
MOR33244,3.318 kg of American ginseng seized in Maoming,,
MOR33245,406 ants seized from a postal parcel in Shanghai,,X-ray
MOR33246,12.28 kg of beads made from clam shells seized in Suzhou,,
MOR33247,1 Leopard cat seized in Dong Nai,,Intelligence
MOR33248,89 kg of dried shark meat and 48 shark fins seized at Cod Bay Harbour,Sea,
MOR33249,331 kg of thresher shark meat and 300 grams of shark fins seized at Cod Bay Fishery harbour,Sea,
MOR33250,10 Longfin Mako shark fins seized at Mirissa Fishery Harbour - 5 arrested,Sea,
MOR33251,133 shark fins and 83 kg of shark meat seized at Cod bay Fishery Harbour,Sea,
MOR33252,"2 Blue-and-yellow Macaws seized in Uberlândia, Minas Gerais",,
MOR33253,400 kg of Southern hake seized in Los Lagos Region,Sea,
MOR33255,35 Andean Condor carcasses found in Tarija,,Intelligence
MOR33263,1 live pangolin seized in Agago district - 3 suspects arrested,,Intelligence
MOR33274,2 elephant tusks (8.1kg) seized at King Shaka International Airport - 6 suspects arrested,Land - Vehicle,Intelligence
MOR33279,41.83 kg of ivory seized in Lira City - 2 arrested (1 convicted),,Intelligence
MOR33280,3 Crested cranes seized in Kisoro District - 3 suspects arrested,,
MOR33284,32 kg of ivory seized in Brazzaville - 1 arrested,,Operation
MOR33322,"Lion bones worths R2.3 Million seized in Wentworth Park, Krugersdorp - 1 suspect arrested",,Intelligence
MOR33324,"477 abalone units seized in Keith Mouth, Eastern Cape - 8 charged",Land - Vehicle,Intelligence
MOR33331,"4 tusks (22 kg) seized in Kabarole, Western Region - 1 charged",Land - Vehicle,Investigation
MOR33337,"15,837 units of abalone siezed in Willow Creek, Brackenfell - 2 suspects arrested",,Operation
MOR33338,1 Assam macaque seized in Hanoi,,Intelligence
MOR33339,1 live Sunda pangolin seized in Vinh Long,,
MOR33350,"1 Rhino horn seized in Benoni, Gauteng Province - 2 arrested",Land - Vehicle,
MOR33357,2 ivory carvings (0.1 kg) seized at Shenzhen Bao’an Airport,Air,
MOR33358,1 ivory banlge (0.0812 kg) seized at Kunming Changshui Airport,Air,Routine Inspection
MOR33359,1 ivory bangle (0.0494 kg) seized at Guangzhou Baiyun Airport,Air,X-ray
MOR33360,2 ivory bangles (0.1426 kg) seized in Harbin,,
MOR33361,1 ivory necklace (0.0738 kg) seized at Kunming Changshui Airport,Air,
MOR33362,1 ivory figurine (0.342 kg) seized at Daluo port,,Routine Inspection
MOR33363,2 ivory pendants and 1 ivory necklace (0.085 kg) seized in Maoming,,X-ray
MOR33364,13 ivory carvings (0.2437 kg) seized at Guangzhou Baiyun Airport,Air,X-ray
MOR33375,"104 m3 of Cedro seized in Bucaramanga, Santander - 1 suspect arrested",,
MOR33376,13 pieces of ivory tusks seized in Tarangire National Park - 2 arrested,,Investigation
MOR33377,10 m3 of Parana pine wood seized in Rosario,Land - Vehicle,
MOR33383,3 elephant tusks (30 kg) seized in Masai Mara National Reserve - 2 arrested,,Routine Inspection
MOR33384,"1 live Indian pangolin seized in Katangi, Madhya Pradesh - 2 arrested",Land - Vehicle,Intelligence
MOR33388,"2 Elephant tusks (11 kg) seized along Kehancha-Ntimaru road, Migori - 1 charged",,Intelligence
MOR33398,"1 live Temminck's pangolin seized in Kyalami, Johannesburg - 7 suspects arrested",,Intelligence
MOR33406,"Tiger killed by electrocution in Lakhimpur Kheri district, Uttar Pradesh",,
MOR33407,"1 tiger skin seized in Champawat district, Uttarakhand - 2 arrested",Land - Vehicle,Intelligence
MOR33408,"Tiger killed from suspected electrocution in Gorakhpur, Madhya Pradesh - 2 arrested",,
MOR33409,"Elephant poached in Hassan District, Karnataka",,
MOR33410,"182 live reptiles and tarantulas seized in Tlahuapan, Puebla - 2 suspects",,
MOR33413,3 rhinos killed at Chitabe camp,,
MOR33417,"Rhino killed (horn removed) in Hoedspruit, Limpopo",,
MOR33423,"2 Elephant tusks seized in Valapaddy, Tamil Nadu - 3 suspects arrested",,
MOR33436,"6 kg of fish maws (worth RM360,000) seized at Sibu Airport - 1 arrested",Air,
MOR33438,"9 kg of fish maw (worth RM 225,000) seized at Sibu Airport - 1 arrested",Air,
MOR33451,1 arrested in Silonga for illegal possession of firearms,,Operation
MOR33483,1 tusk (8.6 kg) seized in Karoi - 2 acquitted,,Intelligence
MOR33487,22 dead specimens seized at Mexico City Airport,Air,X-ray
MOR33501,"6,150 kg sandalwood ornaments seized in Tianjin",,
MOR33514,2 convicted for possession of pangolin skin in Opuwo,,
MOR33515,Abalone dealer sentenced on 21 charges,,Operation
MOR33518,pangolin scales & bones seized in Okahao - 1 Chinese national arrested,,
MOR33519,2 live pangolins seized in Oshakati - 2 arrested,,
MOR33527,2 Elephant tusks and 2 hippo teeth seized in Windhoek - 2 charged,,
MOR33529,"Elephant meat seized by Linyanti River, Zambezi Region on way to Botswana - 1 arrested, 4 fled",,
MOR33554,2 python skin Erhus and 1 python skin seized in Shenzhen,,
MOR33555,85 dried seahorses (0.447 kg) seized at Sunan Shuofang International Airport,Air,X-ray
MOR33556,"1.6 kg dried Elephant meat seized from a parcel in Longhu, Shantou",,
MOR33561,486 sea cucumbers seized in Lakshadweep - 7 poachers arrested,Sea,
MOR33564,1 Python skin Erhu seized at Shanghai Pudong Airport,Air,
MOR33587,"60 m3 of wood seized at Port of Trairi, Manaus",Lake/River,Routine Inspection
MOR33588,"198 m3 of sawn wood seized in Barcarena, Para",Lake/River,
MOR33594,"Live blackbuck seized from 3 poachers in Hyderabad, Telangana",,Intelligence
MOR33595,"Suspected timber smuggler shot by authorities in East Karbi Anglong, Assam",,
MOR33596,1189 kg of dried sea cucumber seized in Talaimannar - 4 arrested,Sea,Routine Inspection
MOR33598,65 abalone poachers arrested in Table Mountain National Park,,Operation
MOR33599,"38 turtles seized in Thakurnagar Fish Market, West Bengal - 3 arrested",,
MOR33614,"Tiger skin seized in Bastar district, Chhattisgarh - 13 arrested, including police officials",,
MOR33746,"4,290 cosmetic products containing Sturgeon caviar extract seized at Shanghai Waigaoqiao Port",,
MOR33747,1 Rosewood carving and 6 rosewood bracelets seized at Hangzhou Xiaoshan Airport,Air,X-ray
MOR33749,Suspect sentenced for trafficking Australian native species to an address in Hong Kong,,Investigation
MOR33752,"80 Alligator heads seized from a property in Perry Barr, Birmingham - 1 suspect",,
MOR33755,"Abalone, birds nests and sea cucumbers amongst other goods seized in Lau Fau Shan - 1 arrested",Land - Vehicle,
MOR33756,"1 Live Chinese pangolin seized in Gondhmow, Assam - 4 arrested",,Operation
MOR33757,"1,804 kg of Southern Hake seized in Valdivia",Land - Vehicle,
MOR33770,"1 government pensioner charged with money laundering over RM750,000 from ivory smuggling",,
MOR33773,6 lions found dead and dismembered in Queen Elizabeth National Park,,Operation
MOR33774,"30 m3 logs seized on BR-156 highway, Amapa - 1 arrested",Land - Vehicle,
MOR33776,150 m3 of wood seized at a port in Belem,Sea,Routine Inspection
MOR33777,"245 m3 of logs seized in Feliz Natal, Mato Grosso",,
MOR33778,"10 m3 timber siezed on highway 1A in Ky Tho, Ha Tinh - 3 arrested",Land - Vehicle,
MOR33779,"44 logs of Parana Pine seized in Sao Cristovao do Sul, Santa Catarina",,
MOR33784,2 trucks of Granadillo wood seized in Campeche,Land - Vehicle,
MOR33798,"2 live Meerkats found in a street in Dundee, Scotland",,
MOR33799,"458 Parakeets seized in Burdwan, West Bengal - 7 arrested",Land - Vehicle,
MOR33863,"3 Black-winged kites were seized in Sapphaya District, Chai Nat - 1 arrested",,
MOR33864,3 Prevost's squirrels were seized in Trang - 1 arrested,,
MOR33866,"36 kg of Muntjac meat seized in Mae Sariang, Mae Hong Son - 1 arrested",,
MOR33867,"2 live Rhesus macaque were seized in Phrao District, Chiang Mai - 1 arrested",,Intelligence
